,Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
1387,99505,2018-01-17 17:50:00,1449,97.98,6368680500,65000000,1045450000,-0.87,-36.45
1407,100947,2018-01-17 17:55:00,1449,99.62,6475319500,65000000,1067260000,1.14,-35.43
1427,102389,2018-01-17 18:00:00,1449,99.14,6443814000,65000000,1058340000,0.53,-35.66
1447,103831,2018-01-17 18:05:00,1449,98.44,6398288000,65000000,1049330000,-0.18,-36.12
1467,105273,2018-01-17 18:10:00,1449,100.44,6528860000,65000000,1078370000,1.97,-34.71
1486,106714,2018-01-17 18:15:00,1449,105.55,6860620000,65000000,1128970000,7.54,-31.3
1506,108156,2018-01-17 18:20:00,1449,106.81,6942520000,65000000,1137150000,8.73,-30.37
1526,109598,2018-01-17 18:25:00,1449,107.02,6956365000,65000000,1143120000,9.79,-30.08
1546,111040,2018-01-17 18:30:00,1449,111.66,7257575000,65000000,1196440000,14.59,-26.91
1566,112482,2018-01-17 18:35:00,1449,112.26,7297160000,65000000,1202270000,15.69,-26.35
1586,113924,2018-01-17 18:40:00,1449,111.74,7263230000,65000000,1212850000,15.23,-26.68
1606,115366,2018-01-17 18:45:00,1449,113.23,7359820000,65000000,1224830000,17.05,-25.48
1626,116808,2018-01-17 18:50:00,1449,116.46,7570160000,65000000,1266080000,19.57,-22.88
1646,118250,2018-01-17 18:55:00,1449,116.58,7577440000,65000000,1262880000,18.04,-22.61
1667,119693,2018-01-17 19:00:00,1449,117.74,7653230000,65000000,1282000000,18.06,-21.62
1686,121134,2018-01-17 19:05:00,1449,121.03,7867145000,65000000,1321490000,19.67,-19.23
1706,122576,2018-01-17 19:10:00,1449,118.9,7728305000,65000000,1307930000,15.55,-20.47
1726,124018,2018-01-17 19:15:00,1449,118.61,7709650000,65000000,1314980000,13.88,-20.45
1746,125461,2018-01-17 19:20:00,1449,121.12,7872865000,65000000,1343000000,12.89,-18.54
1766,126904,2018-01-17 19:25:00,1449,119.13,7743385000,65000000,1327230000,9.12,-19.56
1786,128347,2018-01-17 19:30:00,1449,116.93,7600190000,65000000,1310340000,7.1,-21.05
1806,129790,2018-01-17 19:35:00,1449,114.94,7471100000,65000000,1292990000,4.06,-22.06
1826,131238,2018-01-17 19:40:00,1449,113.31,7365020000,65000000,1283120000,0.53,-22.98
1846,132686,2018-01-17 19:45:00,1449,114.31,7430280000,65000000,1293150000,0.06,-22.12
1866,134134,2018-01-17 19:50:00,1449,114.49,7441785000,65000000,1297290000,-0.94,-21.89
1886,135582,2018-01-17 19:55:00,1449,114.8,7461675000,65000000,1296530000,-2.16,-21.55
1906,137030,2018-01-17 20:00:00,1449,117.32,7625735000,65000000,1320720000,-0.16,-19.64
1926,138478,2018-01-17 20:10:00,1449,116.75,7588945000,65000000,1315080000,-1.24,-19.84
1946,139926,2018-01-17 20:15:00,1449,115.47,7505355000,65000000,1307290000,-2.97,-20.56
1966,141374,2018-01-17 20:20:00,1449,115.26,7491900000,65000000,1296670000,-3.2,-20.62
1986,142822,2018-01-17 20:25:00,1449,114.09,7416110000,65000000,1281250000,-3.85,-21.3
2006,144270,2018-01-17 20:30:00,1449,112.95,7341880000,65000000,1269280000,-3.92,-21.94
2026,145718,2018-01-17 20:35:00,1449,112.59,7318220000,65000000,1261760000,-3.69,-22.05
2046,147166,2018-01-17 20:40:00,1449,111.69,7259850000,65000000,1253540000,-3.98,-22.53
2066,148614,2018-01-17 20:45:00,1449,113.33,7366190000,65000000,1272630000,-1.9,-21.23
2086,150062,2018-01-17 20:50:00,1449,114.27,7427745000,65000000,1279420000,-0.46,-20.39
2106,151510,2018-01-17 20:55:00,1449,113.66,7387835000,65000000,1268300000,-1.28,-20.68
2126,152958,2018-01-17 21:00:00,1449,113.35,7367490000,65000000,1270450000,-1.61,-20.75
2146,154406,2018-01-17 21:05:00,1449,112.3,7299240000,65000000,1253330000,-2.76,-21.38
2166,155854,2018-01-17 21:10:00,1449,111.7,7260565000,65000000,1251720000,-3.25,-21.71
2186,157302,2018-01-17 21:15:00,1449,113.19,7357220000,65000000,1277610000,-1.84,-20.46
2206,158750,2018-01-17 21:20:00,1449,114.97,7472855000,65000000,1290940000,-0.3,-19.21
2226,160198,2018-01-17 21:25:00,1449,115.95,7536750000,65000000,1293140000,2.0,-18.31
2246,161646,2018-01-17 21:30:00,1449,115.5,7507760000,65000000,1289430000,1.65,-18.57
2266,163094,2018-01-17 21:35:00,1449,115.9,7533435000,65000000,1289400000,2.15,-18.04
2286,164542,2018-01-17 21:40:00,1449,115.28,7492940000,65000000,1291230000,1.81,-18.36
2306,165990,2018-01-17 21:45:00,1449,117.23,7619820000,65000000,1309150000,3.63,-16.87
2326,167438,2018-01-17 21:50:00,1449,119.45,7764055000,65000000,1333430000,5.68,-15.28
2346,168886,2018-01-17 21:55:00,1449,121.91,7924345000,65000000,1380900000,7.98,-13.53
2366,170334,2018-01-17 22:00:00,1449,124.6,8099195000,65000000,1401410000,10.21,-11.48
2386,171782,2018-01-17 22:05:00,1449,126.83,8244015000,65000000,1435780000,12.05,-9.79
2406,173230,2018-01-17 22:10:00,1449,127.67,8298810000,65000000,1419890000,12.79,-9.19
2426,174678,2018-01-17 22:15:00,1449,131.34,8537165000,65000000,1500860000,15.28,-5.96
2446,176126,2018-01-17 22:20:00,1449,133.12,8652995000,65000000,1566700000,16.12,-4.03
2466,177574,2018-01-17 22:25:00,1449,133.97,8708115000,65000000,1570390000,16.06,-3.16
2486,179022,2018-01-17 22:30:00,1449,135.43,8803015000,65000000,1549950000,16.2,-1.79
2506,180470,2018-01-17 22:35:00,1449,135.42,8802235000,65000000,1556480000,16.19,-1.41
2526,181918,2018-01-17 22:40:00,1449,133.75,8693490000,65000000,1551760000,12.33,-2.16
2546,183366,2018-01-17 22:45:00,1449,133.75,8693490000,65000000,1551760000,12.33,-2.16
2566,184814,2018-01-17 22:50:00,1449,135.28,8792875000,65000000,1600060000,11.01,-0.23
2586,186262,2018-01-17 22:55:00,1449,138.22,8984170000,65000000,1621890000,11.04,3.38
2606,187710,2018-01-17 23:00:00,1449,139.82,9088170000,65000000,1646530000,11.44,4.84
2626,189158,2018-01-17 23:05:00,1449,139.42,9062300000,65000000,1633590000,10.25,5.1
2646,190606,2018-01-17 23:10:00,1449,137.21,8918910000,65000000,1625350000,5.64,4.81
2666,192054,2018-01-17 23:15:00,1449,139.13,9043255000,65000000,1641150000,6.46,6.87
2686,193502,2018-01-17 23:20:00,1449,137.98,8968505000,65000000,1636470000,4.04,6.92
2706,194950,2018-01-17 23:25:00,1449,138.06,8974095000,65000000,1634350000,3.16,6.99
2726,196398,2018-01-17 23:30:00,1449,138.51,9002955000,65000000,1668540000,3.42,7.73
2746,197846,2018-01-17 23:35:00,1449,138.51,9002955000,65000000,1668540000,3.42,7.73
2766,199294,2018-01-17 23:40:00,1449,142.4,9255870000,65000000,1723920000,5.7,11.46
2786,200742,2018-01-17 23:45:00,1449,149.65,9727120000,65000000,1753120000,9.99,17.49
2806,202190,2018-01-17 23:50:00,1449,150.49,9781785000,65000000,1753680000,9.99,19.04
2826,203638,2018-01-17 23:55:00,1449,151.0,9815000000,65000000,1765260000,10.36,19.44
2846,205086,2018-01-18 00:00:00,1449,151.09,9820785000,65000000,1755030000,9.34,19.5
2866,206534,2018-01-18 00:05:00,1449,153.32,9965670000,65000000,1767260000,10.6,21.29
2886,207982,2018-01-18 00:10:00,1449,153.43,9973145000,65000000,1771840000,10.74,21.77
2906,209430,2018-01-18 00:15:00,1449,153.18,9956830000,65000000,1751120000,10.53,21.19
2927,210879,2018-01-18 00:20:00,1449,149.64,9726340000,65000000,1754730000,8.29,18.19
2946,212326,2018-01-18 00:25:00,1449,145.16,9435660000,65000000,1691070000,4.52,14.43
2966,213774,2018-01-18 00:30:00,1449,142.15,9239620000,65000000,1657340000,1.22,11.8
2986,215222,2018-01-18 00:35:00,1449,142.15,9239620000,65000000,1657340000,1.22,11.8
3006,216670,2018-01-18 00:40:00,1449,143.62,9335235000,65000000,1623590000,-1.12,12.27
3026,218118,2018-01-18 00:45:00,1449,140.38,9124570000,65000000,1604500000,-5.49,9.37
3047,219567,2018-01-18 00:50:00,1449,139.86,9091160000,65000000,1592510000,-6.27,8.61
3066,221014,2018-01-18 00:55:00,1449,140.51,9133345000,65000000,1578410000,-6.82,8.67
3086,222462,2018-01-18 01:00:00,1449,138.39,8995155000,65000000,1564800000,-8.8,6.57
3106,223910,2018-01-18 01:05:00,1449,139.62,9075495000,65000000,1573140000,-8.11,7.12
3126,225358,2018-01-18 01:10:00,1449,138.0,8970325000,65000000,1549820000,-8.59,5.51
3146,226806,2018-01-18 01:15:00,1449,134.63,8750950000,65000000,1530890000,-9.93,2.26
3166,228254,2018-01-18 01:20:00,1449,134.41,8736910000,65000000,1541900000,-9.58,1.91
3186,229702,2018-01-18 01:25:00,1449,139.85,9090315000,65000000,1600910000,-5.04,5.62
3206,231150,2018-01-18 01:30:00,1449,141.38,9189960000,65000000,1598820000,-3.32,6.61
3226,232598,2018-01-18 01:35:00,1449,140.82,9153235000,65000000,1591170000,-1.87,5.53
3246,234046,2018-01-18 01:40:00,1449,143.26,9311770000,65000000,1620400000,0.55,7.12
3266,235494,2018-01-18 01:45:00,1449,145.39,9450610000,65000000,1642800000,3.06,7.77
3286,236942,2018-01-18 01:50:00,1449,145.53,9459775000,65000000,1620570000,3.16,7.73
3306,238390,2018-01-18 02:00:00,1449,141.92,9224865000,65000000,1592430000,1.76,3.96
3326,239838,2018-01-18 02:05:00,1449,141.37,9189050000,65000000,1587920000,2.07,3.44
3346,241286,2018-01-18 02:10:00,1449,142.6,9269195000,65000000,1583760000,3.4,3.64
3366,242734,2018-01-18 02:15:00,1449,140.85,9155510000,65000000,1537970000,2.37,1.68
3387,244183,2018-01-18 02:20:00,1449,137.76,8954725000,65000000,1524160000,-0.16,-1.71
3406,245630,2018-01-18 02:25:00,1449,139.45,9064185000,65000000,1531840000,0.77,-0.6
3426,247078,2018-01-18 02:30:00,1449,140.0,9099675000,65000000,1525900000,0.78,-0.52
3446,248526,2018-01-18 02:35:00,1449,138.29,8988590000,65000000,1503100000,-0.56,-2.05
3466,249974,2018-01-18 02:40:00,1449,138.2,8983260000,65000000,1499520000,-2.34,-2.51
3486,251422,2018-01-18 02:45:00,1449,140.81,9152390000,65000000,1507870000,-1.33,-0.87
3506,252870,2018-01-18 02:50:00,1449,141.49,9197045000,65000000,1506440000,-1.09,-0.66
3526,254318,2018-01-18 02:55:00,1449,140.52,9133735000,65000000,1491640000,-1.73,-1.61
3546,255766,2018-01-18 03:00:00,1449,140.2,9113065000,65000000,1492490000,-1.95,-1.78
3566,257214,2018-01-18 03:05:00,1449,142.17,9241245000,65000000,1528350000,-0.54,-0.53
3586,258662,2018-01-18 03:10:00,1449,146.22,9504625000,65000000,1551150000,3.44,2.27
3606,260110,2018-01-18 03:15:00,1449,145.66,9467770000,65000000,1546420000,3.62,1.94
3626,261558,2018-01-18 03:20:00,1449,146.62,9530170000,65000000,1554690000,4.47,2.53
3646,263006,2018-01-18 03:25:00,1449,149.96,9747140000,65000000,1603030000,7.42,5.18
3666,264454,2018-01-18 03:30:00,1449,152.07,9884615000,65000000,1616380000,9.34,6.98
3686,265902,2018-01-18 03:35:00,1449,152.49,9911525000,65000000,1627680000,9.64,7.75
3706,267350,2018-01-18 03:40:00,1449,151.51,9848345000,65000000,1620640000,8.36,7.33
3726,268798,2018-01-18 03:45:00,1449,149.72,9731540000,65000000,1607240000,7.0,6.58
3746,270246,2018-01-18 03:50:00,1449,149.37,9708725000,65000000,1598480000,6.51,6.85
3766,271694,2018-01-18 03:55:00,1449,148.89,9677850000,65000000,1597360000,5.92,6.51
3786,273142,2018-01-18 04:00:00,1449,148.7,9665435000,65000000,1602150000,4.2,7.66
3806,274590,2018-01-18 04:05:00,1449,149.17,9696050000,65000000,1615050000,4.12,8.26
3827,276039,2018-01-18 04:10:00,1449,149.86,9740640000,65000000,1620670000,3.72,9.33
3847,277487,2018-01-18 04:15:00,1449,148.77,9670180000,65000000,1614770000,1.81,9.04
3867,278935,2018-01-18 04:20:00,1449,149.35,9707490000,65000000,1636930000,0.09,10.17
3887,280383,2018-01-18 04:25:00,1449,149.66,9728030000,65000000,1639000000,-0.49,10.91
3907,281831,2018-01-18 04:30:00,1449,149.66,9728030000,65000000,1639000000,-0.49,10.91
3927,283279,2018-01-18 04:35:00,1449,150.56,9786725000,65000000,1643120000,-0.19,11.83
3947,284727,2018-01-18 04:40:00,1449,149.74,9733230000,65000000,1619110000,-0.62,11.49
3967,286175,2018-01-18 04:45:00,1449,148.63,9661210000,65000000,1598970000,-0.98,10.93
3987,287623,2018-01-18 04:50:00,1449,147.56,9591530000,65000000,1615050000,-1.34,10.47
4007,289071,2018-01-18 04:55:00,1449,147.56,9591530000,65000000,1615050000,-1.34,10.47
4027,290519,2018-01-18 05:00:00,1449,149.54,9720100000,65000000,1617150000,0.28,12.48
4047,291967,2018-01-18 05:05:00,1449,149.02,9686430000,65000000,1607580000,-0.01,12.76
4067,293415,2018-01-18 05:10:00,1449,149.02,9686430000,65000000,1607580000,-0.01,12.76
4087,294863,2018-01-18 05:15:00,1449,148.2,9633260000,65000000,1600020000,-0.66,12.44
4107,296311,2018-01-18 05:20:00,1449,148.31,9639955000,65000000,1596250000,-0.76,13.14
4127,297759,2018-01-18 05:25:00,1449,149.08,9690135000,65000000,1603330000,-0.27,13.63
4147,299207,2018-01-18 05:30:00,1449,148.96,9682140000,65000000,1590850000,-0.34,14.03
4167,300655,2018-01-18 05:35:00,1449,147.15,9564555000,65000000,1566800000,-1.48,12.65
4187,302103,2018-01-18 05:40:00,1449,145.06,9428770000,65000000,1550110000,-2.81,11.23
4207,303551,2018-01-18 05:45:00,1449,143.78,9345960000,65000000,1538840000,-3.65,10.46
4227,304999,2018-01-18 05:50:00,1449,143.78,9345960000,65000000,1538840000,-3.65,10.46
4247,306447,2018-01-18 05:55:00,1449,141.68,9208875000,65000000,1507810000,-4.77,9.33
4267,307895,2018-01-18 06:00:00,1449,141.88,9222070000,65000000,1503080000,-4.53,9.74
4287,309343,2018-01-18 06:05:00,1449,142.17,9240790000,65000000,1505060000,-4.42,10.16
4307,310791,2018-01-18 06:10:00,1449,143.06,9298900000,65000000,1519360000,-3.77,11.08
4327,312239,2018-01-18 06:15:00,1449,144.79,9411155000,65000000,1526590000,-2.66,12.55
4347,313687,2018-01-18 06:20:00,1449,144.24,9375860000,65000000,1515940000,-2.82,12.19
4367,315135,2018-01-18 06:25:00,1449,143.83,9348885000,65000000,1513540000,-2.73,11.96
4387,316583,2018-01-18 06:30:00,1449,143.3,9314565000,65000000,1499710000,-2.66,11.54
4407,318031,2018-01-18 06:35:00,1449,140.82,9153300000,65000000,1464580000,-3.88,9.48
4427,319479,2018-01-18 06:40:00,1449,139.09,9040785000,65000000,1444850000,-4.86,8.14
4447,320927,2018-01-18 06:45:00,1449,138.61,9009650000,65000000,1449560000,-4.09,7.51
4467,322375,2018-01-18 06:50:00,1449,138.56,9006725000,65000000,1449440000,-3.07,7.36
4487,323823,2018-01-18 06:55:00,1449,139.42,9062300000,65000000,1447830000,-2.24,7.62
4507,325271,2018-01-18 07:00:00,1449,138.31,8990150000,65000000,1434080000,-3.14,6.6
4527,326719,2018-01-18 07:05:00,1449,137.51,8938085000,65000000,1419450000,-3.7,5.66
4547,328167,2018-01-18 07:10:00,1449,135.13,8783775000,65000000,1390110000,-5.56,3.59
4567,329615,2018-01-18 07:15:00,1449,133.67,8688745000,65000000,1393510000,-6.74,2.24
4587,331063,2018-01-18 07:20:00,1449,132.92,8639995000,65000000,1379310000,-7.27,1.19
4607,332511,2018-01-18 07:25:00,1449,133.94,8705905000,65000000,1406860000,-6.13,1.87
4627,333959,2018-01-18 07:30:00,1449,137.31,8924955000,65000000,1434160000,-3.76,4.22
4647,335407,2018-01-18 09:55:00,1449,130.52,8483540000,65000000,1339130000,-5.6,2.17
4667,336855,2018-01-18 10:00:00,1449,130.75,8498685000,65000000,1327720000,-5.53,2.73
4687,338303,2018-01-18 10:05:00,1449,129.85,8440315000,65000000,1321570000,-6.18,2.36
4707,339751,2018-01-18 10:10:00,1449,131.74,8563360000,65000000,1339150000,-4.8,4.01
4727,341199,2018-01-18 10:15:00,1449,131.74,8563360000,65000000,1339150000,-4.8,4.01
4747,342647,2018-01-18 10:20:00,1449,132.82,8633300000,65000000,1347560000,-3.61,5.49
4767,344095,2018-01-18 10:25:00,1449,132.04,8582795000,65000000,1339270000,-2.78,5.56
4787,345543,2018-01-18 10:30:00,1449,132.04,8582795000,65000000,1339270000,-2.78,5.56
4807,346991,2018-01-18 10:35:00,1449,131.69,8559785000,65000000,1335740000,-2.25,6.02
4827,348439,2018-01-18 10:40:00,1449,134.92,8769865000,65000000,1357880000,1.06,9.05
4847,349887,2018-01-18 10:45:00,1449,134.37,8733725000,65000000,1352940000,1.53,9.01
4867,351335,2018-01-18 10:50:00,1449,134.91,8769345000,65000000,1360480000,2.73,10.13
4886,352782,2018-01-18 10:55:00,1449,135.16,8785530000,65000000,1357450000,3.07,10.77
4906,354230,2018-01-18 11:00:00,1449,135.16,8785530000,65000000,1357450000,3.07,10.77
4927,355679,2018-01-18 11:05:00,1449,134.91,8768890000,65000000,1360650000,2.68,11.2
4947,357127,2018-01-18 11:10:00,1449,136.38,8864765000,65000000,1381280000,3.77,12.83
4967,358575,2018-01-18 11:15:00,1449,138.37,8993855000,65000000,1399460000,5.08,15.25
4987,360023,2018-01-18 11:20:00,1449,139.86,9090640000,65000000,1410210000,5.9,16.72
5006,361470,2018-01-18 11:25:00,1449,140.3,9119565000,65000000,1409530000,5.65,17.26
5027,362919,2018-01-18 11:30:00,1449,139.38,9059700000,65000000,1406060000,4.67,17.23
5047,364367,2018-01-18 11:35:00,1449,139.09,9041175000,65000000,1400600000,4.41,17.55
5067,365815,2018-01-18 11:40:00,1449,139.78,9085570000,65000000,1413470000,4.47,18.61
5087,367263,2018-01-18 11:45:00,1449,141.94,9225840000,65000000,1426040000,5.52,20.99
5107,368711,2018-01-18 11:50:00,1449,142.92,9289930000,65000000,1445580000,6.21,21.8
5127,370159,2018-01-18 11:55:00,1449,143.84,9349925000,65000000,1445050000,6.56,22.77
5147,371607,2018-01-18 12:00:00,1449,143.05,9298250000,65000000,1430070000,5.45,22.48
5167,373055,2018-01-18 12:05:00,1449,141.56,9201205000,65000000,1420400000,3.89,21.48
5187,374503,2018-01-18 12:10:00,1449,141.37,9188855000,65000000,1422060000,3.17,21.32
5207,375951,2018-01-18 12:15:00,1449,142.51,9263345000,65000000,1427300000,3.77,22.58
5227,377399,2018-01-18 12:20:00,1449,142.62,9270560000,65000000,1423450000,2.68,23.34
5247,378847,2018-01-18 12:25:00,1449,142.62,9270495000,65000000,1419770000,2.27,23.72
5266,380294,2018-01-18 12:30:00,1449,141.57,9202245000,65000000,1402980000,1.51,23.45
5287,381743,2018-01-18 12:35:00,1449,140.75,9149010000,65000000,1391760000,0.2,22.89
5306,383190,2018-01-18 12:40:00,1449,140.65,9142250000,65000000,1383620000,0.06,23.24
5326,384638,2018-01-18 12:50:00,1449,141.0,9164870000,65000000,1385950000,-0.11,23.89
5346,386086,2018-01-18 12:55:00,1449,141.82,9218105000,65000000,1394710000,-0.26,24.84
5366,387534,2018-01-18 13:00:00,1449,142.33,9251255000,65000000,1401880000,0.1,25.53
5387,388983,2018-01-18 13:05:00,1449,142.61,9269390000,65000000,1401100000,0.11,26.19
5406,390430,2018-01-18 13:10:00,1449,143.96,9357075000,65000000,1410910000,0.99,27.29
5426,391878,2018-01-18 13:15:00,1449,146.25,9506510000,65000000,1422370000,2.63,29.61
5446,393326,2018-01-18 13:20:00,1449,146.92,9549605000,65000000,1424970000,3.33,30.3
5466,394774,2018-01-18 13:25:00,1449,145.98,9488505000,65000000,1410910000,2.77,29.47
5486,396222,2018-01-18 13:30:00,1449,146.33,9511450000,65000000,1410330000,3.2,29.79
5506,397670,2018-01-18 13:35:00,1449,147.58,9592570000,65000000,1423360000,4.27,30.85
5526,399118,2018-01-18 13:40:00,1449,147.66,9598095000,65000000,1418550000,4.3,30.96
5546,400566,2018-01-18 13:45:00,1449,146.93,9550320000,65000000,1416750000,3.81,30.42
5566,402014,2018-01-18 13:50:00,1449,148.46,9649900000,65000000,1428740000,4.89,31.79
5586,403462,2018-01-18 13:55:00,1449,148.86,9675770000,65000000,1416980000,5.18,32.15
5606,404910,2018-01-18 14:00:00,1449,149.56,9721205000,65000000,1424820000,5.28,32.68
5626,406358,2018-01-18 14:05:00,1449,149.22,9699625000,65000000,1418070000,3.95,32.22
5646,407806,2018-01-18 14:10:00,1449,149.28,9703330000,65000000,1418150000,3.48,32.28
5666,409254,2018-01-18 14:15:00,1449,151.52,9848540000,65000000,1455670000,4.73,34.18
